group,item,value
2202,115,15
2202,246,23
2202,287,18
2202,380,6
2202,291,12
2202,1,21
2202,281,21
2202,344,55
2202,108,25
2202,3,21
2202,213,5
2202,154,10
2202,122,23
2202,177,34
2202,120,14
2202,170,21
2202,13,6
2202,99,16
2202,137,29
2202,129,11
2202,252,19
2202,341,8
2202,107,61
2202,381,11
2202,307,4
2202,189,42
2202,7,37
2202,141,12
2202,337,81
2202,206,111
2202,285,22
2202,160,10
2202,391,4
2202,37,4
2202,72,6
2202,60,6
2202,211,55
2202,59,15
2202,273,16
2202,266,10
2202,250,18
2202,39,4
2202,2,8
2202,236,4
2202,200,11
2202,46,22
2202,193,8
2202,261,18
2202,79,10
2202,248,6
2202,338,12
2202,10,10
2202,65,28
2202,187,10
2202,16,26
2202,166,20
2202,233,10
2202,155,6
2202,198,8
2202,36,11
2202,332,25
2202,61,8
2202,372,4
2202,383,11
2202,358,10
2202,376,19
2202,0,9
2202,238,43
2202,202,11
2202,277,55
2202,232,48
2202,294,4
2202,310,44
2202,300,15
2202,298,22
2202,235,9
2202,96,4
2202,245,18
2202,130,15
2202,299,42
2202,282,29
2202,379,17
2202,197,49
2202,118,125
2202,251,11
2202,33,18
2202,369,6
2202,224,6
2202,5,4
2202,105,5
2202,323,96
2202,342,8
2202,209,4
2202,357,33
2202,192,6
2202,114,6
2202,139,6
2203,130,12
2203,206,12
2203,305,12
2204,60,16
2204,344,12
2204,170,12
2204,122,17
2204,177,27
2204,11,8
2204,216,6
2204,53,10
2204,298,12
2204,115,13
2204,2,13
2204,206,48
2204,139,12
2204,141,13
2204,79,14
2204,248,12
2204,108,14
2204,13,6
2204,332,8
2204,310,20
2204,282,23
2204,154,12
2204,166,70
2204,337,39
2204,189,23
2204,287,17
2204,233,12
2204,118,32
2204,130,20
2204,147,8
2204,380,10
2204,16,15
2204,1,11
2204,261,10
2204,39,8
2204,137,14
2204,376,15
2204,142,20
2204,285,14
2204,61,15
2204,187,18
2204,200,15
2204,3,8
2204,99,16
2204,33,10
2204,230,10
2204,257,10
2204,277,24
2204,197,31
2204,5,14
2204,46,16
2205,50,14
2205,337,12
2206,295,6
2206,76,5
2206,50,6
2206,216,4
2206,376,9
2206,386,6
2206,337,5
2206,118,5
2206,177,21
2206,258,4
2206,170,7
2206,253,6
2206,187,13
2206,302,8
2206,90,8
2206,99,6
2206,154,6
2207,257,38
2207,166,8
2207,147,10
2207,157,18
2207,2,10
2207,99,51
2207,174,8
2207,25,8
2207,383,12
2207,54,12
2207,44,8
2207,191,8
2207,356,8
2207,305,20
2207,9,12
2207,243,10
2207,177,20
2207,52,18
2207,230,10
2208,376,21
2208,21,9
2208,101,17
2209,187,6
2209,305,11
2209,177,8
2209,380,7
2210,99,21
2210,197,28
2210,277,24
2210,376,22
2210,337,47
2210,170,17
2210,344,15
2210,261,20
2210,108,20
2210,118,41
2210,177,41
2210,115,20
2210,248,18
2210,246,22
2210,206,80
2210,202,12
2210,166,28
2210,211,17
2211,147,6
2211,189,6
2211,331,8
2211,150,4
2211,330,6
2211,380,9
2211,177,13
2211,302,10
2211,106,6
2211,257,6
2211,390,6
2211,50,6
2212,257,26
2212,99,33
2212,52,13
2212,157,10
2212,383,12
2212,305,15
2212,147,13
2213,115,9
2214,108,15
2214,380,17
2214,206,19
2214,376,13
2214,115,13
2214,248,10
2214,177,20
2215,13,6
2215,37,7
2215,334,6
2215,313,6
2215,324,6
2215,337,6
2215,187,7
2215,79,15
2215,99,7
2215,177,6
2215,235,6
2215,357,6
2215,383,6
2215,142,9
2215,211,6
2215,323,6
2215,252,6
2215,213,6
2215,277,6
2215,197,13
2215,107,6
2215,10,8
2215,344,6
2215,232,6
2215,166,9
2215,46,9
2215,294,11
2215,154,9
2215,385,6
2215,72,7
2215,32,6
2215,338,6
2215,300,6
2215,310,8
2215,246,7
2215,379,6
2215,7,7
2215,369,6
2215,170,8
2215,96,7
2215,342,6
2215,251,7
2215,303,15
2215,149,6
2215,59,6
2215,18,6
2215,285,6
2215,118,10
2215,238,6
2215,15,6
2215,273,6
2215,206,7
2215,332,6
2215,391,6
2215,114,6
2215,54,12
2215,287,7
2215,326,6
2215,261,8
2215,304,6
2215,122,6
2216,376,21
2216,206,49
2216,248,14
2216,177,37
2216,115,16
2216,108,17
2216,166,22
2217,177,39
2217,376,32
2217,46,25
2217,310,35
2217,2,18
2217,99,33
2217,266,16
2217,282,31
2217,298,23
2217,248,14
2217,108,24
2217,285,24
2217,115,19
2217,344,33
2217,130,29
2217,206,60
2217,187,32
2217,337,58
2217,380,33
2217,277,36
2217,197,42
2217,61,19
2218,167,18
2218,277,25
2218,243,18
2218,157,17
2218,60,18
2218,298,18
2218,147,27
2218,61,17
2218,197,22
2218,206,25
2218,230,36
2218,9,17
2218,53,19
2218,54,12
2218,11,13
2218,200,25
2218,94,12
2218,52,19
2218,282,24
2218,215,16
2218,344,10
2218,287,19
2218,130,30
2218,305,24
2218,201,12
2218,257,61
2218,166,91
2218,270,24
2218,1,10
2218,141,20
2218,189,23
2218,30,12
2218,122,19
2218,2,21
2218,27,10
2218,142,38
2218,12,10
2218,118,19
2218,380,20
2218,123,15
2218,99,69
2218,177,43
2218,198,24
2218,187,29
2219,142,20
2219,197,28
2219,166,60
2219,187,20
2220,187,29
2220,166,36
2220,375,28
2220,298,28
2220,53,32
2220,61,32
2220,142,29
2220,230,32
2220,257,32
2220,167,28
2220,216,28
2221,117,6
2221,263,4
2221,99,4
2221,306,5
2221,27,9
2221,234,4
2221,152,6
2221,15,5
2221,305,6
2221,178,6
2221,2,4
2221,187,7
2221,177,9
2221,333,4
2221,118,4
2221,130,6
2221,307,5
2221,180,4
2221,390,6
2221,344,4
2221,207,5
2221,364,4
2221,50,9
2221,380,8
2221,270,7
2221,4,4
2221,256,7
2222,120,14
2222,130,23
2222,344,19
2222,108,20
2222,379,16
2222,337,40
2222,36,16
2222,122,21
2222,79,17
2222,246,17
2222,33,17
2222,197,32
2222,211,18
2222,189,20
2222,1,14
2222,300,17
2222,137,18
2222,206,53
2222,129,12
2222,166,41
2222,250,13
2222,187,20
2222,310,32
2222,202,15
2222,200,16
2222,154,15
2222,107,12
2222,115,17
2222,46,20
2222,285,18
2222,376,21
2222,277,25
2222,252,17
2222,287,27
2222,332,19
2222,3,14
2222,383,17
2222,177,29
2222,299,13
2222,251,15
2222,59,16
2222,323,14
2222,118,40
2222,357,20
2222,238,13
2222,99,25
2222,170,18
2222,232,14
2222,273,19
2222,65,14
2223,8,5
2223,326,14
2223,187,66
2223,148,4
2223,300,17
2223,33,18
2223,163,20
2223,129,12
2223,72,13
2223,16,20
2223,236,10
2223,303,18
2223,313,21
2223,94,33
2223,200,40
2223,191,5
2223,50,27
2223,190,9
2223,38,5
2223,60,41
2223,189,73
2223,298,48
2223,159,4
2223,309,4
2223,201,14
2223,41,6
2223,271,5
2223,62,4
2223,174,4
2223,143,4
2223,115,8
2223,37,8
2223,383,24
2223,73,8
2223,281,12
2223,375,14
2223,304,11
2223,216,9
2223,233,10
2223,268,5
2223,256,6
2223,3,20
2223,251,18
2223,46,32
2223,250,14
2223,340,8
2223,235,10
2223,168,4
2223,197,96
2223,208,24
2223,339,10
2223,122,51
2223,52,12
2223,230,15
2223,99,83
2223,319,4
2223,277,61
2223,294,19
2223,13,12
2223,120,16
2223,154,23
2223,376,20
2223,198,17
2223,288,8
2223,393,4
2223,278,5
2223,160,8
2223,299,27
2223,257,35
2223,153,4
2223,169,8
2223,282,68
2223,193,7
2223,338,7
2223,96,8
2223,337,51
2223,222,9
2223,341,4
2223,344,55
2223,18,6
2223,176,7
2223,1,51
2223,318,7
2223,57,4
2223,332,18
2223,105,18
2223,59,17
2223,67,7
2223,243,9
2223,209,16
2223,27,18
2223,178,29
2223,54,20
2223,181,7
2223,357,43
2223,65,24
2223,118,58
2223,246,33
2223,44,4
2223,379,10
2223,333,21
2223,239,9
2223,61,17
2223,9,15
2223,133,20
2223,202,8
2223,335,33
2223,280,6
2223,307,17
2223,6,4
2223,79,29
2223,5,16
2223,19,4
2223,323,66
2223,114,4
2223,137,27
2223,147,33
2223,152,43
2223,254,8
2223,107,37
2223,308,4
2223,296,7
2223,310,62
2223,215,10
2223,330,22
2223,305,56
2223,91,4
2223,177,61
2223,142,65
2223,15,6
2223,266,7
2223,51,6
2223,259,4
2223,285,23
2223,287,82
2223,321,5
2223,238,21
2223,139,15
2223,380,24
2223,53,18
2223,370,4
2223,39,9
2223,167,32
2223,95,13
2223,213,7
2223,116,16
2223,265,4
2223,20,4
2223,252,20
2223,130,83
2223,108,20
2223,141,13
2223,293,12
2223,358,10
2223,311,14
2223,158,4
2223,75,4
2223,211,35
2223,170,17
2223,263,6
2223,157,45
2223,2,28
2223,25,4
2223,7,35
2223,30,21
2223,36,7
2223,101,5
2223,124,8
2223,261,9
2223,84,6
2223,12,6
2223,273,17
2223,270,23
2223,45,25
2223,10,16
2223,232,25
2224,350,14
2224,50,18
2224,237,14
2225,177,28
2225,248,20
2225,376,28
2225,206,31
2225,108,22
2225,115,20
2226,18,16
2226,187,32
2226,261,18
2226,79,51
2226,15,12
2226,337,33
2226,273,24
2226,300,20
2226,149,12
2226,166,34
2226,304,12
2226,33,11
2226,235,17
2226,130,12
2226,287,23
2226,383,18
2226,232,21
2226,32,11
2226,323,26
2226,251,16
2226,197,66
2226,252,27
2226,7,15
2226,334,17
2226,170,23
2226,246,22
2226,72,15
2226,10,16
2226,65,9
2226,154,28
2226,59,15
2226,122,23
2226,369,17
2226,46,28
2226,107,19
2226,277,26
2226,342,16
2226,238,14
2226,37,15
2226,313,16
2226,338,13
2226,200,13
2226,177,32
2226,324,17
2226,206,31
2226,357,27
2226,211,29
2226,96,15
2226,114,12
2226,99,27
2226,54,26
2226,303,24
2226,310,30
2226,142,22
2226,285,26
2226,13,14
2226,189,16
2226,391,15
2226,294,24
2226,213,14
2226,379,14
2226,385,12
2226,326,21
2226,332,16
2226,282,11
2226,118,47
2226,344,29
2227,337,28
2227,115,22
2227,246,19
2227,252,16
2227,36,16
2227,107,18
2227,299,18
2227,65,16
2227,1,16
2227,120,18
2227,170,18
2227,33,17
2227,344,21
2227,376,26
2227,129,18
2227,238,16
2227,108,22
2227,277,21
2227,332,18
2227,273,16
2227,211,18
2227,383,17
2227,197,29
2227,357,18
2227,118,31
2227,130,16
2227,379,17
2227,79,16
2227,285,18
2227,177,33
2227,250,16
2227,323,16
2227,202,17
2227,137,19
2227,99,17
2227,206,45
2227,300,18
2227,122,17
2227,46,20
2227,166,12
2227,310,21
2227,3,17
2227,248,10
2227,287,17
2227,200,16
2227,187,19
2227,59,16
2227,189,20
2227,251,16
2227,154,16
2227,232,16
2228,161,4
2228,99,13
2228,330,47
2228,9,7
2228,389,6
2228,305,12
2228,270,8
2228,335,4
2228,38,5
2228,263,10
2228,328,4
2228,93,4
2228,167,9
2228,240,4
2228,373,5
2228,264,12
2228,177,16
2228,91,7
2228,2,6
2228,344,4
2228,67,5
2228,314,7
2228,293,7
2228,280,6
2228,163,7
2228,130,22
2228,365,6
2228,380,24
2228,148,7
2228,313,10
2228,27,17
2228,376,4
2228,124,7
2228,325,10
2228,208,7
2228,142,12
2228,23,4
2228,357,7
2228,100,4
2228,207,23
2228,178,9
2228,118,12
2228,19,5
2228,339,9
2228,348,10
2228,57,5
2228,183,5
2228,165,4
2228,152,30
2228,189,13
2228,94,6
2228,364,4
2228,256,4
2228,234,4
2228,51,13
2228,64,6
2228,35,6
2228,304,4
2228,206,6
2228,147,4
2228,246,17
2228,117,10
2228,307,13
2228,101,16
2228,4,4
2228,388,4
2228,60,6
2228,122,6
2228,166,6
2228,341,4
2228,105,6
2228,150,4
2228,367,7
2228,312,5
2228,180,4
2228,1,9
2228,50,18
2228,176,5
2228,333,12
2228,15,5
2228,55,5
2228,277,4
2228,75,7
2228,390,6
2228,8,15
2228,209,5
2228,181,6
2229,300,17
2229,115,17
2229,3,17
2229,16,8
2229,137,9
2229,310,24
2229,261,4
2229,211,15
2229,282,19
2229,33,17
2229,304,9
2229,277,21
2229,50,7
2229,52,8
2229,291,8
2229,376,26
2229,12,4
2229,154,14
2229,323,8
2229,187,27
2229,319,4
2229,230,5
2229,61,7
2229,60,11
2229,59,11
2229,299,7
2229,273,13
2229,246,14
2229,251,14
2229,18,4
2229,107,7
2229,54,16
2229,2,12
2229,170,12
2229,94,5
2229,202,15
2229,157,9
2229,200,18
2229,253,4
2229,270,11
2229,90,5
2229,252,12
2229,177,34
2229,232,7
2229,379,7
2229,238,8
2229,243,6
2229,65,13
2229,340,7
2229,99,32
2229,307,5
2229,326,11
2229,29,4
2229,142,13
2229,383,13
2229,129,8
2229,120,12
2229,122,14
2229,209,10
2229,208,6
2229,245,9
2229,236,14
2229,298,16
2229,166,18
2229,130,23
2229,380,15
2229,294,10
2229,84,6
2229,287,15
2229,105,10
2229,141,8
2229,189,15
2229,206,32
2229,108,18
2229,248,6
2229,250,7
2229,341,4
2229,73,7
2229,79,6
2229,118,29
2229,7,6
2229,357,28
2229,386,9
2229,9,6
2229,285,13
2229,337,24
2229,266,5
2229,158,5
2229,302,4
2229,46,17
2229,257,16
2229,167,8
2229,198,5
2229,36,13
2229,1,14
2229,344,18
2229,197,20
2229,335,6
2229,332,7
2229,305,19
2229,147,18
2229,53,5
2230,139,8
2230,99,21
2230,154,12
2230,105,6
2230,257,4
2230,117,4
2230,342,4
2230,248,4
2230,197,40
2230,310,10
2230,266,4
2230,376,9
2230,375,6
2230,369,5
2230,141,9
2230,177,32
2230,232,6
2230,46,11
2230,13,8
2230,10,7
2230,380,9
2230,122,12
2230,323,4
2230,202,4
2230,60,12
2230,72,9
2230,142,33
2230,282,20
2230,277,18
2230,238,4
2230,61,12
2230,344,11
2230,313,8
2230,189,13
2230,287,21
2230,187,19
2230,167,11
2230,37,6
2230,166,33
2230,108,6
2230,261,12
2230,107,4
2230,273,6
2230,33,8
2230,332,7
2230,30,8
2230,300,6
2230,1,9
2230,115,6
2230,303,10
2230,341,4
2230,130,28
2230,246,12
2230,383,5
2230,200,15
2230,5,12
2230,7,6
2230,357,8
2230,211,6
2230,54,9
2230,206,31
2230,230,5
2230,307,4
2230,208,10
2230,252,6
2230,53,4
2230,337,14
2230,79,20
2230,251,6
2230,96,6
2230,338,4
2230,216,6
2230,2,12
2230,294,8
2230,59,6
2230,118,17
2230,170,16
2230,16,8
2230,379,4
2230,233,9
2230,137,10
2230,305,16
2230,391,4
2230,285,10
2230,94,5
2230,298,14
2230,39,8
2230,147,12
2231,376,29
2231,248,20
2231,99,16
2231,108,27
2231,202,12
2231,206,50
2231,261,15
2231,177,52
2231,115,24
2231,166,22
2231,170,17
2232,337,11
2232,177,15
2232,127,4
2232,69,4
2232,115,7
2232,320,6
2232,206,9
2232,310,9
2232,50,7
2232,304,6
2232,105,7
2232,380,7
2232,270,15
2233,79,6
2233,293,10
2233,142,33
2233,61,17
2233,99,28
2233,208,6
2233,130,13
2233,30,21
2233,187,40
2233,277,16
2233,189,17
2233,177,18
2233,287,9
2233,305,63
2233,357,10
2233,147,14
2233,206,16
2233,246,20
2233,118,14
2233,166,35
2233,197,24
2233,375,22
2233,200,14
2233,2,20
2233,157,11
2234,50,30
2234,376,31
2234,177,66
2235,230,18
2235,305,27
2235,52,27
2235,99,55
2235,257,47
2235,116,19
2235,9,22
2235,54,19
2235,383,21
2235,166,18
2235,157,27
2236,278,10
2236,60,8
2236,147,11
2236,174,10
2236,191,11
2236,230,11
2236,157,18
2236,116,9
2236,344,8
2236,305,32
2236,44,10
2236,52,18
2236,200,9
2236,356,8
2236,111,14
2236,166,8
2236,243,10
2236,41,10
2236,177,25
2236,99,59
2236,383,21
2236,239,8
2236,257,45
2236,62,8
2236,25,8
2237,147,16
2237,230,12
2237,298,5
2237,1,4
2237,311,6
2237,305,7
2237,345,5
2237,257,17
2237,189,11
2237,215,8
2237,309,7
2237,122,6
2237,166,20
2237,33,4
2237,130,7
2237,206,8
2237,187,9
2237,198,4
2237,200,10
2237,29,4
2237,50,6
2237,167,6
2237,330,4
2237,270,6
2237,137,6
2237,105,5
2237,142,10
2237,141,9
2237,117,4
2237,99,10
2237,216,4
2237,380,9
2237,197,4
2237,277,6
2237,344,6
2237,11,7
2237,53,7
2237,5,6
2237,177,18
2238,177,19
2238,50,12
2239,187,12
2239,376,11
2239,177,30
2239,295,8
2239,50,8
2240,108,17
2240,243,10
2240,122,30
2240,300,13
2240,375,15
2240,53,12
2240,285,24
2240,305,32
2240,33,19
2240,257,30
2240,154,16
2240,298,27
2240,187,46
2240,209,11
2240,252,8
2240,273,8
2240,79,15
2240,5,15
2240,337,43
2240,60,27
2240,147,27
2240,166,47
2240,383,11
2240,202,8
2240,380,23
2240,310,29
2240,46,28
2240,39,10
2240,357,17
2240,246,16
2240,142,43
2240,105,15
2240,130,48
2240,99,52
2240,208,18
2240,344,37
2240,118,49
2240,376,21
2240,307,15
2240,270,18
2240,277,37
2240,2,26
2240,8,9
2240,230,13
2240,16,22
2240,170,22
2240,216,8
2240,115,15
2240,177,66
2240,282,47
2240,311,15
2240,233,13
2240,137,22
2240,139,12
2240,215,10
2240,167,22
2240,1,17
2240,197,57
2240,236,11
2240,266,8
2240,189,38
2240,65,15
2240,248,10
2240,157,11
2240,287,32
2240,141,21
2240,200,29
2240,61,20
2240,206,75
2241,216,14
2241,375,14
2241,142,24
2241,60,14
2241,298,14
2241,166,31
2241,167,14
2241,189,16
2241,157,16
2241,197,17
2241,46,14
2241,187,27
2242,115,9
2243,170,11
2243,9,17
2243,167,11
2243,383,25
2243,213,4
2243,4,4
2243,330,14
2243,335,10
2243,362,6
2243,84,11
2243,215,9
2243,236,12
2243,16,9
2243,33,14
2243,337,32
2243,376,26
2243,271,4
2243,351,5
2243,105,6
2243,27,5
2243,137,17
2243,152,12
2243,309,4
2243,294,12
2243,278,4
2243,73,7
2243,245,7
2243,150,4
2243,393,6
2243,246,24
2243,189,25
2243,1,23
2243,55,5
2243,120,7
2243,250,9
2243,277,28
2243,61,8
2243,54,11
2243,30,7
2243,190,8
2243,332,8
2243,122,21
2243,287,16
2243,174,4
2243,166,22
2243,164,5
2243,191,4
2243,233,5
2243,177,38
2243,380,21
2243,341,9
2243,46,10
2243,13,6
2243,200,18
2243,282,22
2243,339,7
2243,187,29
2243,5,7
2243,62,7
2243,238,15
2243,286,8
2243,181,11
2243,298,17
2243,141,15
2243,157,16
2243,94,18
2243,50,13
2243,65,12
2243,265,4
2243,51,6
2243,251,13
2243,129,6
2243,6,4
2243,340,7
2243,257,25
2243,392,4
2243,12,4
2243,323,30
2243,143,5
2243,208,5
2243,159,4
2243,59,18
2243,198,10
2243,79,9
2243,235,8
2243,52,16
2243,273,6
2243,3,17
2243,107,36
2243,367,5
2243,307,9
2243,248,4
2243,60,17
2243,285,11
2243,2,14
2243,154,18
2243,108,17
2243,158,10
2243,243,7
2243,7,12
2243,305,27
2243,270,19
2243,379,9
2243,162,4
2243,230,7
2243,115,14
2243,310,26
2243,209,18
2243,357,22
2243,101,5
2243,299,15
2243,252,7
2243,130,28
2243,44,7
2243,344,35
2243,280,6
2243,183,4
2243,142,11
2243,45,9
2243,147,17
2243,116,8
2243,232,16
2243,313,10
2243,202,13
2243,300,21
2243,118,57
2243,370,4
2243,151,6
2243,211,16
2243,99,48
2243,304,12
2243,53,6
2243,222,7
2243,326,7
2243,206,61
2243,333,4
2243,197,26
2243,239,9
2243,169,6
2243,36,10
2244,166,10
2244,305,4
2244,147,4
2244,326,6
2244,295,4
2244,236,4
2244,277,7
2244,167,4
2244,187,13
2244,54,4
2244,33,4
2244,257,4
2244,206,9
2244,258,4
2244,200,8
2244,282,7
2244,337,10
2244,130,9
2244,310,8
2244,197,8
2244,298,8
2244,118,8
2244,302,4
2244,46,8
2244,18,4
2244,357,4
2244,177,17
2244,170,7
2244,216,6
2244,99,7
2244,50,6
2244,142,6
2244,108,6
2244,376,9
2245,305,33
2245,33,17
2245,298,32
2245,2,25
2245,177,45
2245,105,22
2245,142,82
2245,375,25
2245,167,29
2245,53,34
2245,337,29
2245,118,27
2245,166,76
2245,5,22
2245,130,50
2245,46,25
2245,122,26
2245,187,55
2245,201,22
2245,257,47
2245,200,28
2245,230,34
2245,197,55
2245,206,40
2245,287,42
2245,60,30
2245,270,22
2245,282,42
2245,99,46
2245,61,33
2245,29,14
2245,311,24
2245,147,41
2245,216,22
2245,189,41
2245,11,17
2245,208,26
2245,277,30
2246,300,16
2246,50,10
2246,236,10
2246,130,10
2246,108,8
2246,197,28
2246,105,13
2246,344,19
2246,187,14
2246,182,22
2246,337,10
2246,335,10
2246,380,23
2247,309,4
2247,110,6
2247,144,5
2247,367,4
2247,191,10
2247,9,7
2247,230,9
2247,147,4
2247,138,4
2247,321,7
2247,162,7
2247,392,6
2247,298,15
2247,293,7
2247,117,4
2247,99,11
2247,305,4
2247,257,8
2247,390,4
2247,272,4
2247,164,4
2247,233,7
2247,94,4
2248,130,14
2248,1,17
2248,9,19
2248,122,14
2248,50,13
2248,305,21
2248,181,17
2248,222,15
2248,157,22
2248,12,10
2248,383,18
2248,239,14
2248,246,16
2248,30,14
2248,60,14
2248,177,20
2248,190,14
2248,307,10
2248,169,14
2248,310,15
2248,45,14
2248,339,14
2248,206,14
2248,167,14
2248,118,14
2248,282,14
2248,270,15
2248,152,17
2248,300,14
2248,357,15
2248,344,14
2248,326,14
2248,209,14
2248,335,14
2248,230,10
2248,116,15
2248,54,11
2248,380,17
2248,376,17
2248,257,16
2248,52,14
2248,189,14
2248,142,14
2248,99,27
2248,277,14
2248,330,16
2248,94,15
2249,33,13
2249,206,9
2249,62,8
2249,137,12
2249,360,8
2249,310,33
2249,118,72
2249,105,13
2249,344,24
2249,376,18
2249,108,9
2249,270,34
2249,99,8
2249,379,10
2249,209,28
2249,282,16
2249,319,12
2249,117,8
2249,130,14
2249,325,8
2249,66,8
2249,335,8
2249,246,10
2249,305,12
2249,50,36
2249,152,8
2249,296,10
2249,380,22
2249,337,6
2249,198,8
2249,177,31
2250,206,33
2250,305,37
2250,46,19
2250,33,25
2250,187,47
2250,216,24
2250,282,40
2250,177,84
2250,2,18
2250,270,20
2250,53,33
2250,257,66
2250,337,20
2250,29,17
2250,61,27
2250,27,17
2250,142,71
2250,201,16
2250,130,34
2250,200,34
2250,118,23
2250,215,21
2250,243,18
2250,141,24
2250,105,17
2250,198,21
2250,99,49
2250,287,30
2250,122,20
2250,277,35
2250,147,50
2250,117,19
2250,298,28
2250,166,162
2250,5,38
2250,123,16
2250,285,20
2250,197,21
2250,189,35
2250,208,21
2250,137,15
2250,11,28
2250,380,15
2250,167,21
2250,170,23
2250,16,13
2250,311,24
2250,375,15
2250,230,47
2251,187,24
2251,46,21
2251,197,26
2251,166,59
2252,99,55
2252,215,17
2252,280,6
2252,234,4
2252,176,6
2252,101,16
2252,196,6
2252,130,40
2252,52,16
2252,206,15
2252,336,7
2252,341,4
2252,376,7
2252,287,10
2252,50,25
2252,180,4
2252,8,18
2252,314,5
2252,169,4
2252,150,8
2252,66,5
2252,60,18
2252,163,10
2252,158,7
2252,178,16
2252,167,18
2252,390,6
2252,282,11
2252,147,14
2252,152,18
2252,55,4
2252,344,12
2252,356,8
2252,153,5
2252,44,4
2252,251,4
2252,389,4
2252,380,24
2252,309,10
2252,35,4
2252,91,4
2252,94,16
2252,370,5
2252,246,15
2252,1,19
2252,181,11
2252,256,5
2252,165,4
2252,352,11
2252,310,7
2252,270,19
2252,222,7
2252,208,9
2252,307,6
2252,225,5
2252,4,9
2252,128,7
2252,365,6
2252,333,6
2252,239,5
2252,145,4
2252,263,5
2252,144,4
2252,357,19
2252,122,17
2252,132,6
2252,364,5
2252,105,9
2252,191,4
2252,304,5
2252,313,12
2252,124,9
2252,326,6
2252,162,6
2252,9,14
2252,142,24
2252,319,6
2252,209,8
2252,118,20
2252,111,9
2252,347,6
2252,75,4
2252,298,4
2252,305,35
2252,383,17
2252,197,20
2252,30,9
2252,321,7
2252,330,37
2252,25,4
2252,367,6
2252,3,7
2252,325,6
2252,166,9
2252,51,14
2252,159,5
2252,189,17
2252,230,8
2252,286,6
2252,38,4
2252,2,12
2252,348,6
2252,200,12
2252,339,10
2252,141,11
2252,335,11
2252,27,21
2252,257,27
2252,277,17
2252,168,4
